Tanggal,Suku Bunga H-5,Suku Bunga The FED H-5,Data Inflasi H-5,Index Dollar H-5,Kurs Rupiah H-5,Harga Emas H-5,Suku Bunga H-4,Suku Bunga The FED H-4,Data Inflasi H-4,Index Dollar H-4,Kurs Rupiah H-4,Harga Emas H-4,Suku Bunga H-3,Suku Bunga The FED H-3,Data Inflasi H-3,Index Dollar H-3,Kurs Rupiah H-3,Harga Emas H-3,Suku Bunga H-2,Suku Bunga The FED H-2,Data Inflasi H-2,Index Dollar H-2,Kurs Rupiah H-2,Harga Emas H-2,Suku Bunga H-1,Suku Bunga The FED H-1,Data Inflasi H-1,Index Dollar H-1,Kurs Rupiah H-1,Harga Emas H-1,Suku Bunga,Suku Bunga The FED,Data Inflasi,Index Dollar,Kurs Rupiah,Harga Emas,Harga Emas IDR
2022-01-01,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.21,14264.0,1800.1,945000.0
2022-01-02,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.21,14264.0,1800.1,945000.0
2022-01-03,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.21,14264.0,1800.1,945000.0
2022-01-04,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.26,14300.0,1814.6,935000.0
2022-01-05,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.26,14300.0,1814.6,3.5,0.25,2.18,96.17,14355.0,1825.1,940000.0
2022-01-06,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.26,14300.0,1814.6,3.5,0.25,2.18,96.17,14355.0,1825.1,3.5,0.25,2.18,96.32,14390.0,1789.2,941000.0
2022-01-07,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.26,14300.0,1814.6,3.5,0.25,2.18,96.17,14355.0,1825.1,3.5,0.25,2.18,96.32,14390.0,1789.2,3.5,0.25,2.18,95.72,14355.0,1797.4,934000.0
2022-01-08,3.5,0.25,2.18,96.21,14264.0,1800.1,3.5,0.25,2.18,96.26,14300.0,1814.6,3.5,0.25,2.18,96.17,14355.0,1825.1,3.5,0.25,2.18,96.32,14390.0,1789.2,3.5,0.25,2.18,95.72,14355.0,1797.4,3.5,0.25,2.18,95.81,14338.33,1797.87,934000.0
2022-01-09,3.5,0.25,2.18,96.26,14300.0,1814.6,3.5,0.25,2.18,96.17,14355.0,1825.1,3.5,0.25,2.18,96.32,14390.0,1789.2,3.5,0.25,2.18,95.72,14355.0,1797.4,3.5,0.25,2.18,95.81,14338.33,1797.87,3.5,0.25,2.18,95.9,14321.67,1798.33,933500.0
2022-01-10,3.5,0.25,2.18,96.17,14355.0,1825.1,3.5,0.25,2.18,96.32,14390.0,1789.2,3.5,0.25,2.18,95.72,14355.0,1797.4,3.5,0.25,2.18,95.81,14338.33,1797.87,3.5,0.25,2.18,95.9,14321.67,1798.33,3.5,0.25,2.18,95.99,14305.0,1798.8,933000.0
2022-01-11,3.5,0.25,2.18,96.32,14390.0,1789.2,3.5,0.25,2.18,95.72,14355.0,1797.4,3.5,0.25,2.18,95.81,14338.33,1797.87,3.5,0.25,2.18,95.9,14321.67,1798.33,3.5,0.25,2.18,95.99,14305.0,1798.8,3.5,0.25,2.18,95.62,14300.0,1818.5,934000.0
2022-01-12,3.5,0.25,2.18,95.72,14355.0,1797.4,3.5,0.25,2.18,95.81,14338.33,1797.87,3.5,0.25,2.18,95.9,14321.67,1798.33,3.5,0.25,2.18,95.99,14305.0,1798.8,3.5,0.25,2.18,95.62,14300.0,1818.5,3.5,0.25,2.18,94.92,14315.0,1827.3,940000.0
2022-01-13,3.5,0.25,2.18,95.81,14338.33,1797.87,3.5,0.25,2.18,95.9,14321.67,1798.33,3.5,0.25,2.18,95.99,14305.0,1798.8,3.5,0.25,2.18,95.62,14300.0,1818.5,3.5,0.25,2.18,94.92,14315.0,1827.3,3.5,0.25,2.18,94.79,14290.0,1821.4,941000.0
2022-01-14,3.5,0.25,2.18,95.9,14321.67,1798.33,3.5,0.25,2.18,95.99,14305.0,1798.8,3.5,0.25,2.18,95.62,14300.0,1818.5,3.5,0.25,2.18,94.92,14315.0,1827.3,3.5,0.25,2.18,94.79,14290.0,1821.4,3.5,0.25,2.18,95.17,14295.0,1816.5,939000.0
2022-01-15,3.5,0.25,2.18,95.99,14305.0,1798.8,3.5,0.25,2.18,95.62,14300.0,1818.5,3.5,0.25,2.18,94.92,14315.0,1827.3,3.5,0.25,2.18,94.79,14290.0,1821.4,3.5,0.25,2.18,95.17,14295.0,1816.5,3.5,0.25,2.18,95.2,14301.67,1815.13,938000.0
2022-01-16,3.5,0.25,2.18,95.62,14300.0,1818.5,3.5,0.25,2.18,94.92,14315.0,1827.3,3.5,0.25,2.18,94.79,14290.0,1821.4,3.5,0.25,2.18,95.17,14295.0,1816.5,3.5,0.25,2.18,95.2,14301.67,1815.13,3.5,0.25,2.18,95.23,14308.33,1813.77,937500.0
2022-01-17,3.5,0.25,2.18,94.92,14315.0,1827.3,3.5,0.25,2.18,94.79,14290.0,1821.4,3.5,0.25,2.18,95.17,14295.0,1816.5,3.5,0.25,2.18,95.2,14301.67,1815.13,3.5,0.25,2.18,95.23,14308.33,1813.77,3.5,0.25,2.18,95.26,14315.0,1812.4,937000.0
2022-01-18,3.5,0.25,2.18,94.79,14290.0,1821.4,3.5,0.25,2.18,95.17,14295.0,1816.5,3.5,0.25,2.18,95.2,14301.67,1815.13,3.5,0.25,2.18,95.23,14308.33,1813.77,3.5,0.25,2.18,95.26,14315.0,1812.4,3.5,0.25,2.18,95.73,14335.0,1812.4,939000.0
2022-01-19,3.5,0.25,2.18,95.17,14295.0,1816.5,3.5,0.25,2.18,95.2,14301.67,1815.13,3.5,0.25,2.18,95.23,14308.33,1813.77,3.5,0.25,2.18,95.26,14315.0,1812.4,3.5,0.25,2.18,95.73,14335.0,1812.4,3.5,0.25,2.18,95.51,14360.0,1843.2,936000.0
2022-01-20,3.5,0.25,2.18,95.2,14301.67,1815.13,3.5,0.25,2.18,95.23,14308.33,1813.77,3.5,0.25,2.18,95.26,14315.0,1812.4,3.5,0.25,2.18,95.73,14335.0,1812.4,3.5,0.25,2.18,95.51,14360.0,1843.2,3.5,0.25,2.18,95.74,14335.0,1842.6,948000.0
2022-01-21,3.5,0.25,2.18,95.23,14308.33,1813.77,3.5,0.25,2.18,95.26,14315.0,1812.4,3.5,0.25,2.18,95.73,14335.0,1812.4,3.5,0.25,2.18,95.51,14360.0,1843.2,3.5,0.25,2.18,95.74,14335.0,1842.6,3.5,0.25,2.18,95.64,14335.0,1831.8,947000.0
2022-01-22,3.5,0.25,2.18,95.26,14315.0,1812.4,3.5,0.25,2.18,95.73,14335.0,1812.4,3.5,0.25,2.18,95.51,14360.0,1843.2,3.5,0.25,2.18,95.74,14335.0,1842.6,3.5,0.25,2.18,95.64,14335.0,1831.8,3.5,0.25,2.18,95.73,14336.67,1835.1,945000.0
2022-01-23,3.5,0.25,2.18,95.73,14335.0,1812.4,3.5,0.25,2.18,95.51,14360.0,1843.2,3.5,0.25,2.18,95.74,14335.0,1842.6,3.5,0.25,2.18,95.64,14335.0,1831.8,3.5,0.25,2.18,95.73,14336.67,1835.1,3.5,0.25,2.18,95.83,14338.33,1838.4,944500.0
2022-01-24,3.5,0.25,2.18,95.51,14360.0,1843.2,3.5,0.25,2.18,95.74,14335.0,1842.6,3.5,0.25,2.18,95.64,14335.0,1831.8,3.5,0.25,2.18,95.73,14336.67,1835.1,3.5,0.25,2.18,95.83,14338.33,1838.4,3.5,0.25,2.18,95.92,14340.0,1841.7,944000.0
2022-01-25,3.5,0.25,2.18,95.74,14335.0,1842.6,3.5,0.25,2.18,95.64,14335.0,1831.8,3.5,0.25,2.18,95.73,14336.67,1835.1,3.5,0.25,2.18,95.83,14338.33,1838.4,3.5,0.25,2.18,95.92,14340.0,1841.7,3.5,0.25,2.18,95.95,14350.0,1852.5,947000.0
2022-01-26,3.5,0.25,2.18,95.64,14335.0,1831.8,3.5,0.25,2.18,95.73,14336.67,1835.1,3.5,0.25,2.18,95.83,14338.33,1838.4,3.5,0.25,2.18,95.92,14340.0,1841.7,3.5,0.25,2.18,95.95,14350.0,1852.5,3.5,0.25,2.18,96.39,14350.0,1829.7,950000.0
2022-01-27,3.5,0.25,2.18,95.73,14336.67,1835.1,3.5,0.25,2.18,95.83,14338.33,1838.4,3.5,0.25,2.18,95.92,14340.0,1841.7,3.5,0.25,2.18,95.95,14350.0,1852.5,3.5,0.25,2.18,96.39,14350.0,1829.7,3.5,0.25,2.18,97.25,14385.0,1793.1,938000.0
2022-01-28,3.5,0.25,2.18,95.83,14338.33,1838.4,3.5,0.25,2.18,95.92,14340.0,1841.7,3.5,0.25,2.18,95.95,14350.0,1852.5,3.5,0.25,2.18,96.39,14350.0,1829.7,3.5,0.25,2.18,97.25,14385.0,1793.1,3.5,0.25,2.18,97.27,14385.0,1785.8,930000.0
2022-01-29,3.5,0.25,2.18,95.92,14340.0,1841.7,3.5,0.25,2.18,95.95,14350.0,1852.5,3.5,0.25,2.18,96.39,14350.0,1829.7,3.5,0.25,2.18,97.25,14385.0,1793.1,3.5,0.25,2.18,97.27,14385.0,1785.8,3.5,0.25,2.18,97.03,14383.33,1789.2,928000.0
2022-01-30,3.5,0.25,2.18,95.95,14350.0,1852.5,3.5,0.25,2.18,96.39,14350.0,1829.7,3.5,0.25,2.18,97.25,14385.0,1793.1,3.5,0.25,2.18,97.27,14385.0,1785.8,3.5,0.25,2.18,97.03,14383.33,1789.2,3.5,0.25,2.18,96.78,14381.67,1792.6,927500.0
2022-01-31,3.5,0.25,2.18,96.39,14350.0,1829.7,3.5,0.25,2.18,97.25,14385.0,1793.1,3.5,0.25,2.18,97.27,14385.0,1785.8,3.5,0.25,2.18,97.03,14383.33,1789.2,3.5,0.25,2.18,96.78,14381.67,1792.6,3.5,0.25,2.18,96.54,14380.0,1796.0,927000.0
2022-02-01,3.5,0.25,2.18,97.25,14385.0,1793.1,3.5,0.25,2.18,97.27,14385.0,1785.8,3.5,0.25,2.18,97.03,14383.33,1789.2,3.5,0.25,2.18,96.78,14381.67,1792.6,3.5,0.25,2.18,96.54,14380.0,1796.0,3.5,4.54,2.06,96.39,14367.5,1800.8,931000.0
2022-02-02,3.5,0.25,2.18,97.27,14385.0,1785.8,3.5,0.25,2.18,97.03,14383.33,1789.2,3.5,0.25,2.18,96.78,14381.67,1792.6,3.5,0.25,2.18,96.54,14380.0,1796.0,3.5,4.54,2.06,96.39,14367.5,1800.8,3.5,4.54,2.06,95.94,14355.0,1809.5,932000.0
2022-02-03,3.5,0.25,2.18,97.03,14383.33,1789.2,3.5,0.25,2.18,96.78,14381.67,1792.6,3.5,0.25,2.18,96.54,14380.0,1796.0,3.5,4.54,2.06,96.39,14367.5,1800.8,3.5,4.54,2.06,95.94,14355.0,1809.5,3.5,4.54,2.06,95.38,14375.0,1803.2,933000.0
2022-02-04,3.5,0.25,2.18,96.78,14381.67,1792.6,3.5,0.25,2.18,96.54,14380.0,1796.0,3.5,4.54,2.06,96.39,14367.5,1800.8,3.5,4.54,2.06,95.94,14355.0,1809.5,3.5,4.54,2.06,95.38,14375.0,1803.2,3.5,4.54,2.06,95.49,14378.0,1806.8,934000.0
2022-02-05,3.5,0.25,2.18,96.54,14380.0,1796.0,3.5,4.54,2.06,96.39,14367.5,1800.8,3.5,4.54,2.06,95.94,14355.0,1809.5,3.5,4.54,2.06,95.38,14375.0,1803.2,3.5,4.54,2.06,95.49,14378.0,1806.8,3.5,4.54,2.06,95.46,14383.67,1811.47,935000.0
2022-02-06,3.5,4.54,2.06,96.39,14367.5,1800.8,3.5,4.54,2.06,95.94,14355.0,1809.5,3.5,4.54,2.06,95.38,14375.0,1803.2,3.5,4.54,2.06,95.49,14378.0,1806.8,3.5,4.54,2.06,95.46,14383.67,1811.47,3.5,4.54,2.06,95.43,14389.33,1816.13,936000.0
2022-02-07,3.5,4.54,2.06,95.94,14355.0,1809.5,3.5,4.54,2.06,95.38,14375.0,1803.2,3.5,4.54,2.06,95.49,14378.0,1806.8,3.5,4.54,2.06,95.46,14383.67,1811.47,3.5,4.54,2.06,95.43,14389.33,1816.13,3.5,4.54,2.06,95.4,14395.0,1820.8,937000.0
2022-02-08,3.5,4.54,2.06,95.38,14375.0,1803.2,3.5,4.54,2.06,95.49,14378.0,1806.8,3.5,4.54,2.06,95.46,14383.67,1811.47,3.5,4.54,2.06,95.43,14389.33,1816.13,3.5,4.54,2.06,95.4,14395.0,1820.8,3.5,4.54,2.06,95.64,14390.0,1826.8,943000.0
2022-02-09,3.5,4.54,2.06,95.49,14378.0,1806.8,3.5,4.54,2.06,95.46,14383.67,1811.47,3.5,4.54,2.06,95.43,14389.33,1816.13,3.5,4.54,2.06,95.4,14395.0,1820.8,3.5,4.54,2.06,95.64,14390.0,1826.8,3.5,4.54,2.06,95.49,14355.0,1835.6,943000.0
2022-02-10,3.5,4.54,2.06,95.46,14383.67,1811.47,3.5,4.54,2.06,95.43,14389.33,1816.13,3.5,4.54,2.06,95.4,14395.0,1820.8,3.5,4.54,2.06,95.64,14390.0,1826.8,3.5,4.54,2.06,95.49,14355.0,1835.6,3.5,4.54,2.06,95.55,14340.0,1836.4,945000.0
2022-02-11,3.5,4.54,2.06,95.43,14389.33,1816.13,3.5,4.54,2.06,95.4,14395.0,1820.8,3.5,4.54,2.06,95.64,14390.0,1826.8,3.5,4.54,2.06,95.49,14355.0,1835.6,3.5,4.54,2.06,95.55,14340.0,1836.4,3.5,4.54,2.06,96.08,14350.0,1841.1,941000.0
2022-02-12,3.5,4.54,2.06,95.4,14395.0,1820.8,3.5,4.54,2.06,95.64,14390.0,1826.8,3.5,4.54,2.06,95.49,14355.0,1835.6,3.5,4.54,2.06,95.55,14340.0,1836.4,3.5,4.54,2.06,96.08,14350.0,1841.1,3.5,4.54,2.06,96.18,14341.67,1850.17,953000.0
2022-02-13,3.5,4.54,2.06,95.64,14390.0,1826.8,3.5,4.54,2.06,95.49,14355.0,1835.6,3.5,4.54,2.06,95.55,14340.0,1836.4,3.5,4.54,2.06,96.08,14350.0,1841.1,3.5,4.54,2.06,96.18,14341.67,1850.17,3.5,4.54,2.06,96.27,14333.33,1859.23,953000.0
2022-02-14,3.5,4.54,2.06,95.49,14355.0,1835.6,3.5,4.54,2.06,95.55,14340.0,1836.4,3.5,4.54,2.06,96.08,14350.0,1841.1,3.5,4.54,2.06,96.18,14341.67,1850.17,3.5,4.54,2.06,96.27,14333.33,1859.23,3.5,4.54,2.06,96.37,14325.0,1868.3,953000.0
2022-02-15,3.5,4.54,2.06,95.55,14340.0,1836.4,3.5,4.54,2.06,96.08,14350.0,1841.1,3.5,4.54,2.06,96.18,14341.67,1850.17,3.5,4.54,2.06,96.27,14333.33,1859.23,3.5,4.54,2.06,96.37,14325.0,1868.3,3.5,4.54,2.06,95.99,14300.0,1855.1,957000.0
2022-02-16,3.5,4.54,2.06,96.08,14350.0,1841.1,3.5,4.54,2.06,96.18,14341.67,1850.17,3.5,4.54,2.06,96.27,14333.33,1859.23,3.5,4.54,2.06,96.37,14325.0,1868.3,3.5,4.54,2.06,95.99,14300.0,1855.1,3.5,4.54,2.06,95.7,14255.0,1870.5,946000.0
2022-02-17,3.5,4.54,2.06,96.18,14341.67,1850.17,3.5,4.54,2.06,96.27,14333.33,1859.23,3.5,4.54,2.06,96.37,14325.0,1868.3,3.5,4.54,2.06,95.99,14300.0,1855.1,3.5,4.54,2.06,95.7,14255.0,1870.5,3.5,4.54,2.06,95.8,14315.0,1901.0,953000.0
2022-02-18,3.5,4.54,2.06,96.27,14333.33,1859.23,3.5,4.54,2.06,96.37,14325.0,1868.3,3.5,4.54,2.06,95.99,14300.0,1855.1,3.5,4.54,2.06,95.7,14255.0,1870.5,3.5,4.54,2.06,95.8,14315.0,1901.0,3.5,4.54,2.06,96.04,14325.0,1898.8,967000.0
2022-02-19,3.5,4.54,2.06,96.37,14325.0,1868.3,3.5,4.54,2.06,95.99,14300.0,1855.1,3.5,4.54,2.06,95.7,14255.0,1870.5,3.5,4.54,2.06,95.8,14315.0,1901.0,3.5,4.54,2.06,96.04,14325.0,1898.8,3.5,4.54,2.06,96.05,14325.0,1901.67,969000.0
2022-02-20,3.5,4.54,2.06,95.99,14300.0,1855.1,3.5,4.54,2.06,95.7,14255.0,1870.5,3.5,4.54,2.06,95.8,14315.0,1901.0,3.5,4.54,2.06,96.04,14325.0,1898.8,3.5,4.54,2.06,96.05,14325.0,1901.67,3.5,4.54,2.06,96.07,14325.0,1904.53,970500.0
2022-02-21,3.5,4.54,2.06,95.7,14255.0,1870.5,3.5,4.54,2.06,95.8,14315.0,1901.0,3.5,4.54,2.06,96.04,14325.0,1898.8,3.5,4.54,2.06,96.05,14325.0,1901.67,3.5,4.54,2.06,96.07,14325.0,1904.53,3.5,4.54,2.06,96.08,14325.0,1907.4,972000.0
2022-02-22,3.5,4.54,2.06,95.8,14315.0,1901.0,3.5,4.54,2.06,96.04,14325.0,1898.8,3.5,4.54,2.06,96.05,14325.0,1901.67,3.5,4.54,2.06,96.07,14325.0,1904.53,3.5,4.54,2.06,96.08,14325.0,1907.4,3.5,4.54,2.06,96.03,14361.0,1906.4,972000.0
2022-02-23,3.5,4.54,2.06,96.04,14325.0,1898.8,3.5,4.54,2.06,96.05,14325.0,1901.67,3.5,4.54,2.06,96.07,14325.0,1904.53,3.5,4.54,2.06,96.08,14325.0,1907.4,3.5,4.54,2.06,96.03,14361.0,1906.4,3.5,4.54,2.06,96.19,14335.0,1909.4,969000.0
2022-02-24,3.5,4.54,2.06,96.05,14325.0,1901.67,3.5,4.54,2.06,96.07,14325.0,1904.53,3.5,4.54,2.06,96.08,14325.0,1907.4,3.5,4.54,2.06,96.03,14361.0,1906.4,3.5,4.54,2.06,96.19,14335.0,1909.4,3.5,4.54,2.06,97.14,14380.0,1925.4,974000.0
2022-02-24,3.5,4.54,2.06,96.07,14325.0,1904.53,3.5,4.54,2.06,96.08,14325.0,1907.4,3.5,4.54,2.06,96.03,14361.0,1906.4,3.5,4.54,2.06,96.19,14335.0,1909.4,3.5,4.54,2.06,97.14,14380.0,1925.4,3.5,4.54,2.06,97.14,14380.0,1925.4,894000.0
2022-02-24,3.5,4.54,2.06,96.08,14325.0,1907.4,3.5,4.54,2.06,96.03,14361.0,1906.4,3.5,4.54,2.06,96.19,14335.0,1909.4,3.5,4.54,2.06,97.14,14380.0,1925.4,3.5,4.54,2.06,97.14,14380.0,1925.4,3.5,4.54,2.06,97.14,14380.0,1925.4,994000.0
2022-02-25,3.5,4.54,2.06,96.03,14361.0,1906.4,3.5,4.54,2.06,96.19,14335.0,1909.4,3.5,4.54,2.06,97.14,14380.0,1925.4,3.5,4.54,2.06,97.14,14380.0,1925.4,3.5,4.54,2.06,97.14,14380.0,1925.4,3.5,4.54,2.06,96.61,14365.0,1887.6,975000.0
2022-02-26,3.5,4.54,2.06,96.19,14335.0,1909.4,3.5,4.54,2.06,97.14,14380.0,1925.4,3.5,4.54,2.06,97.14,14380.0,1925.4,3.5,4.54,2.06,97.14,14380.0,1925.4,3.5,4.54,2.06,96.61,14365.0,1887.6,3.5,4.54,2.06,96.64,14357.5,1891.97,969000.0
2022-02-27,3.5,4.54,2.06,97.14,14380.0,1925.4,3.5,4.54,2.06,97.14,14380.0,1925.4,3.5,4.54,2.06,97.14,14380.0,1925.4,3.5,4.54,2.06,96.61,14365.0,1887.6,3.5,4.54,2.06,96.64,14357.5,1891.97,3.5,4.54,2.06,96.68,14350.0,1896.33,973500.0
2022-02-28,3.5,4.54,2.06,97.14,14380.0,1925.4,3.5,4.54,2.06,97.14,14380.0,1925.4,3.5,4.54,2.06,96.61,14365.0,1887.6,3.5,4.54,2.06,96.64,14357.5,1891.97,3.5,4.54,2.06,96.68,14350.0,1896.33,3.5,4.54,2.06,96.71,14342.5,1900.7,978000.0
2022-03-01,3.5,4.54,2.06,97.14,14380.0,1925.4,3.5,4.54,2.06,96.61,14365.0,1887.6,3.5,4.54,2.06,96.64,14357.5,1891.97,3.5,4.54,2.06,96.68,14350.0,1896.33,3.5,4.54,2.06,96.71,14342.5,1900.7,3.5,0.5,2.64,97.41,14335.0,1943.8,977000.0
2022-03-02,3.5,4.54,2.06,96.61,14365.0,1887.6,3.5,4.54,2.06,96.64,14357.5,1891.97,3.5,4.54,2.06,96.68,14350.0,1896.33,3.5,4.54,2.06,96.71,14342.5,1900.7,3.5,0.5,2.64,97.41,14335.0,1943.8,3.5,0.5,2.64,97.39,14385.0,1922.3,987000.0
2022-03-03,3.5,4.54,2.06,96.64,14357.5,1891.97,3.5,4.54,2.06,96.68,14350.0,1896.33,3.5,4.54,2.06,96.71,14342.5,1900.7,3.5,0.5,2.64,97.41,14335.0,1943.8,3.5,0.5,2.64,97.39,14385.0,1922.3,3.5,0.5,2.64,97.79,14385.0,1935.9,987000.0
2022-03-04,3.5,4.54,2.06,96.68,14350.0,1896.33,3.5,4.54,2.06,96.71,14342.5,1900.7,3.5,0.5,2.64,97.41,14335.0,1943.8,3.5,0.5,2.64,97.39,14385.0,1922.3,3.5,0.5,2.64,97.79,14385.0,1935.9,3.5,0.5,2.64,98.65,14385.0,1966.6,990000.0
2022-03-05,3.5,4.54,2.06,96.71,14342.5,1900.7,3.5,0.5,2.64,97.41,14335.0,1943.8,3.5,0.5,2.64,97.39,14385.0,1922.3,3.5,0.5,2.64,97.79,14385.0,1935.9,3.5,0.5,2.64,98.65,14385.0,1966.6,3.5,0.5,2.64,98.86,14391.67,1976.37,1005000.0
2022-03-06,3.5,0.5,2.64,97.41,14335.0,1943.8,3.5,0.5,2.64,97.39,14385.0,1922.3,3.5,0.5,2.64,97.79,14385.0,1935.9,3.5,0.5,2.64,98.65,14385.0,1966.6,3.5,0.5,2.64,98.86,14391.67,1976.37,3.5,0.5,2.64,99.08,14398.33,1986.13,1005000.0
2022-03-07,3.5,0.5,2.64,97.39,14385.0,1922.3,3.5,0.5,2.64,97.79,14385.0,1935.9,3.5,0.5,2.64,98.65,14385.0,1966.6,3.5,0.5,2.64,98.86,14391.67,1976.37,3.5,0.5,2.64,99.08,14398.33,1986.13,3.5,0.5,2.64,99.29,14405.0,1995.9,1013000.0
2022-03-08,3.5,0.5,2.64,97.79,14385.0,1935.9,3.5,0.5,2.64,98.65,14385.0,1966.6,3.5,0.5,2.64,98.86,14391.67,1976.37,3.5,0.5,2.64,99.08,14398.33,1986.13,3.5,0.5,2.64,99.29,14405.0,1995.9,3.5,0.5,2.64,99.06,14395.0,2043.3,1019000.0
2022-03-09,3.5,0.5,2.64,98.65,14385.0,1966.6,3.5,0.5,2.64,98.86,14391.67,1976.37,3.5,0.5,2.64,99.08,14398.33,1986.13,3.5,0.5,2.64,99.29,14405.0,1995.9,3.5,0.5,2.64,99.06,14395.0,2043.3,3.5,0.5,2.64,97.97,14345.0,1988.2,1036000.0
2022-03-10,3.5,0.5,2.64,98.86,14391.67,1976.37,3.5,0.5,2.64,99.08,14398.33,1986.13,3.5,0.5,2.64,99.29,14405.0,1995.9,3.5,0.5,2.64,99.06,14395.0,2043.3,3.5,0.5,2.64,97.97,14345.0,1988.2,3.5,0.5,2.64,98.51,14275.0,2000.4,1010000.0
2022-03-11,3.5,0.5,2.64,99.08,14398.33,1986.13,3.5,0.5,2.64,99.29,14405.0,1995.9,3.5,0.5,2.64,99.06,14395.0,2043.3,3.5,0.5,2.64,97.97,14345.0,1988.2,3.5,0.5,2.64,98.51,14275.0,2000.4,3.5,0.5,2.64,99.12,14300.0,1985.0,1010000.0
2022-03-12,3.5,0.5,2.64,99.29,14405.0,1995.9,3.5,0.5,2.64,99.06,14395.0,2043.3,3.5,0.5,2.64,97.97,14345.0,1988.2,3.5,0.5,2.64,98.51,14275.0,2000.4,3.5,0.5,2.64,99.12,14300.0,1985.0,3.5,0.5,2.64,99.08,14310.0,1976.93,1009000.0
2022-03-13,3.5,0.5,2.64,99.06,14395.0,2043.3,3.5,0.5,2.64,97.97,14345.0,1988.2,3.5,0.5,2.64,98.51,14275.0,2000.4,3.5,0.5,2.64,99.12,14300.0,1985.0,3.5,0.5,2.64,99.08,14310.0,1976.93,3.5,0.5,2.64,99.04,14320.0,1968.87,1009000.0
2022-03-14,3.5,0.5,2.64,97.97,14345.0,1988.2,3.5,0.5,2.64,98.51,14275.0,2000.4,3.5,0.5,2.64,99.12,14300.0,1985.0,3.5,0.5,2.64,99.08,14310.0,1976.93,3.5,0.5,2.64,99.04,14320.0,1968.87,3.5,0.5,2.64,99.0,14330.0,1960.8,1001000.0
2022-03-15,3.5,0.5,2.64,98.51,14275.0,2000.4,3.5,0.5,2.64,99.12,14300.0,1985.0,3.5,0.5,2.64,99.08,14310.0,1976.93,3.5,0.5,2.64,99.04,14320.0,1968.87,3.5,0.5,2.64,99.0,14330.0,1960.8,3.5,0.5,2.64,99.1,14325.0,1929.7,994000.0
2022-03-16,3.5,0.5,2.64,99.12,14300.0,1985.0,3.5,0.5,2.64,99.08,14310.0,1976.93,3.5,0.5,2.64,99.04,14320.0,1968.87,3.5,0.5,2.64,99.0,14330.0,1960.8,3.5,0.5,2.64,99.1,14325.0,1929.7,3.5,0.5,2.64,98.62,14310.0,1909.2,984000.0
2022-03-17,3.5,0.5,2.64,99.08,14310.0,1976.93,3.5,0.5,2.64,99.04,14320.0,1968.87,3.5,0.5,2.64,99.0,14330.0,1960.8,3.5,0.5,2.64,99.1,14325.0,1929.7,3.5,0.5,2.64,98.62,14310.0,1909.2,3.5,0.5,2.64,97.97,14300.0,1943.2,986000.0
2022-03-18,3.5,0.5,2.64,99.04,14320.0,1968.87,3.5,0.5,2.64,99.0,14330.0,1960.8,3.5,0.5,2.64,99.1,14325.0,1929.7,3.5,0.5,2.64,98.62,14310.0,1909.2,3.5,0.5,2.64,97.97,14300.0,1943.2,3.5,0.5,2.64,98.23,14340.0,1929.3,991000.0
2022-03-19,3.5,0.5,2.64,99.0,14330.0,1960.8,3.5,0.5,2.64,99.1,14325.0,1929.7,3.5,0.5,2.64,98.62,14310.0,1909.2,3.5,0.5,2.64,97.97,14300.0,1943.2,3.5,0.5,2.64,98.23,14340.0,1929.3,3.5,0.5,2.64,98.32,14339.33,1929.37,984000.0
